ORDERNUMBER,QUANTITYORDERED,PRICE,SALES,ORDERDATE,STATUS,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,STATE,POSTALCODE,COUNTRY,CONTACTFIRSTNAME,CONTACTLASTNAME,DEALSIZE
10411,27,100,4427.73,05-01-05 0:00,Shipped,2005,Classic Cars,80,S10_4962,Quebec Home Shopping Network,Montreal,Quebec,H1J 1C3,Canada,Jean,Fresnisre,Medium
10425,38,100,5894.94,5/31/2005 0:00,In Process,2005,Classic Cars,80,S10_4962,La Rochelle Gifts,Nantes,,44000,France,Janine,Labrune,Medium
10108,33,100,5265.15,03-03-03 0:00,Shipped,2003,Classic Cars,80,S12_1099,Cruz & Sons Co.,Makati City,,1227 MM,Philippines,Arnold,Cruz,Medium
10122,42,100,7599.9,05-08-03 0:00,Shipped,2003,Classic Cars,80,S12_1099,Marseille Mini Autos,Marseille,,13008,France,Laurence,Lebihan,Large
10135,42,100,8008.56,07-02-03 0:00,Shipped,2003,Classic Cars,80,S12_1099,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Large
10147,48,100,9245.76,09-05-03 0:00,Shipped,2003,Classic Cars,80,S12_1099,Collectables For Less Inc.,Brickhaven,MA,58339,USA,Allen,Nelson,Large
10159,41,100,8296.35,10-10-03 0:00,Shipped,2003,Classic Cars,80,S12_1099,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Large
10169,30,100,5019.9,11-04-03 0:00,Shipped,2003,Classic Cars,80,S12_1099,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Medium
10181,27,100,5411.07,11-12-03 0:00,Shipped,2003,Classic Cars,80,S12_1099,Herkku Gifts,Bergen,,N 5804,Norway,Veysel,Oeztan,Medium
10191,21,100,3840.9,11/20/2003 0:00,Shipped,2003,Classic Cars,80,S12_1099,"Toms Spezialitten, Ltd",Koln,,50739,Germany,Henriette,Pfalzheim,Medium
10203,20,100,3930.4,12-02-03 0:00,Shipped,2003,Classic Cars,80,S12_1099,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10211,41,100,7498.9,1/15/2004 0:00,Shipped,2004,Classic Cars,80,S12_1099,Auto Canal Petit,Paris,,75016,France,Dominique,Perrier,Large
10225,27,100,4517.91,2/22/2004 0:00,Shipped,2004,Classic Cars,80,S12_1099,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Medium
10238,28,100,5774.72,04-09-04 0:00,Shipped,2004,Classic Cars,80,S12_1099,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Jytte,Petersen,Medium
10253,24,100,3922.56,06-01-04 0:00,Cancelled,2004,Classic Cars,80,S12_1099,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,Elizabeth,Devon,Medium
10266,44,100,9160.36,07-06-04 0:00,Shipped,2004,Classic Cars,80,S12_1099,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Large
10276,50,100,9631,08-02-04 0:00,Shipped,2004,Classic Cars,80,S12_1099,Online Mini Collectables,Brickhaven,MA,58339,USA,Miguel,Barajas,Large
10287,21,100,3432.24,8/30/2004 0:00,Shipped,2004,Classic Cars,80,S12_1099,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Medium
10300,33,100,5521.89,10-04-03 0:00,Shipped,2003,Classic Cars,80,S12_1099,"Blauer See Auto, Co.",Frankfurt,,60528,Germany,Roland,Keitel,Medium
10310,33,100,6934.62,10/16/2004 0:00,Shipped,2004,Classic Cars,80,S12_1099,"Toms Spezialitten, Ltd",Koln,,50739,Germany,Henriette,Pfalzheim,Medium
10320,31,100,6876.11,11-03-04 0:00,Shipped,2004,Classic Cars,80,S12_1099,"Volvo Model Replicas, Co",Lule,,S-958 22,Sweden,Christina,Berglund,Medium
10329,41,71.47,2930.27,11/15/2004 0:00,Shipped,2004,Classic Cars,80,S12_1099,Land of Toys Inc.,NYC,NY,10022,USA,Kwai,Yu,Small
10341,45,79.65,3584.25,11/24/2004 0:00,Shipped,2004,Classic Cars,80,S12_1099,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Medium
10363,33,85.39,2817.87,01-06-05 0:00,Shipped,2005,Classic Cars,80,S12_1099,Suominen Souveniers,Espoo,,FIN-02271,Finland,Kalle,Suominen,Small
10375,45,76,3420,02-03-05 0:00,Shipped,2005,Classic Cars,80,S12_1099,La Rochelle Gifts,Nantes,,44000,France,Janine,Labrune,Medium
10389,26,99.04,2575.04,03-03-05 0:00,Shipped,2005,Classic Cars,80,S12_1099,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Maria,Larsson,Small
10419,12,100,1961.28,5/17/2005 0:00,Shipped,2005,Classic Cars,80,S12_1099,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Small
10105,41,100,8690.36,02-11-03 0:00,Shipped,2003,Classic Cars,80,S12_1108,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Jytte,Petersen,Large
10117,33,100,6034.38,4/16/2003 0:00,Shipped,2003,Classic Cars,80,S12_1108,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Medium
10127,46,100,11279.2,06-03-03 0:00,Shipped,2003,Classic Cars,80,S12_1108,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Large
10142,33,100,8023.29,08-08-03 0:00,Shipped,2003,Classic Cars,80,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Large
10153,20,100,4904,9/28/2003 0:00,Shipped,2003,Classic Cars,80,S12_1108,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10165,44,100,8594.52,10/22/2003 0:00,Shipped,2003,Classic Cars,80,S12_1108,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Large
10176,33,100,7474.5,11-06-03 0:00,Shipped,2003,Classic Cars,80,S12_1108,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Large
10185,21,100,3883.74,11/14/2003 0:00,Shipped,2003,Classic Cars,80,S12_1108,Mini Creations Ltd.,New Bedford,MA,50553,USA,Wing C,Tam,Medium
10196,47,100,8887.7,11/26/2003 0:00,Shipped,2003,Classic Cars,80,S12_1108,Super Scale Inc.,New Haven,CT,97823,USA,Leslie,Murphy,Large
10208,46,100,8602.92,01-02-04 0:00,Shipped,2004,Classic Cars,80,S12_1108,"Saveley & Henriot, Co.",Lyon,,69004,France,Mary,Saveley,Large
10220,32,100,7181.44,02-12-04 0:00,Shipped,2004,Classic Cars,80,S12_1108,"Clover Collections, Co.",Dublin,,2,Ireland,Dean,Cassidy,Large
10231,42,100,8378.58,3/19/2004 0:00,Shipped,2004,Classic Cars,80,S12_1108,CAF Imports,Madrid,,28023,Spain,Jesus,Fernandez,Large
10247,44,100,10606.2,05-05-04 0:00,Shipped,2004,Classic Cars,80,S12_1108,Suominen Souveniers,Espoo,,FIN-02271,Finland,Kalle,Suominen,Large
10272,35,100,5818.4,7/20/2004 0:00,Shipped,2004,Classic Cars,80,S12_1108,Diecast Classics Inc.,Allentown,PA,70267,USA,Kyung,Yu,Medium
10282,41,100,7071.27,8/20/2004 0:00,Shipped,2004,Classic Cars,80,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Large
10293,46,100,8411.56,09-09-04 0:00,Shipped,2004,Classic Cars,80,S12_1108,Amica Models & Co.,Torino,,10100,Italy,Paolo,Accorti,Large
10306,31,100,6570.76,10/14/2004 0:00,Shipped,2004,Classic Cars,80,S12_1108,"AV Stores, Co.",Manchester,,EC2 5NT,UK,Victoria,Ashworth,Medium
10314,38,100,7975.44,10/22/2004 0:00,Shipped,2004,Classic Cars,80,S12_1108,Heintze Collectables,Aaarhus,,8200,Denmark,Palle,Ibsen,Large
10325,42,64,2688,11-05-04 0:00,Shipped,2004,Classic Cars,80,S12_1108,Baane Mini Imports,Stavern,,4110,Norway,Jonas,Bergulfsen,Small
10336,33,57.22,1888.26,11/20/2004 0:00,Shipped,2004,Classic Cars,80,S12_1108,"La Corne D'abondance, Co.",Paris,,75012,France,Marie,Bertrand,Small
10348,48,52.36,2513.28,11-01-04 0:00,Shipped,2004,Classic Cars,80,S12_1108,"Corrida Auto Replicas, Ltd",Madrid,,28023,Spain,Mart�n,Sommer,Small
10359,42,100,4764.48,12/15/2004 0:00,Shipped,2004,Classic Cars,80,S12_1108,Reims Collectables,Reims,,51100,France,Paul,Henriot,Medium
10371,32,100,3560.64,1/23/2005 0:00,Shipped,2005,Classic Cars,80,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10382,34,100,3823.64,2/17/2005 0:00,Shipped,2005,Classic Cars,80,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10395,33,69.12,2280.96,3/17/2005 0:00,Shipped,2005,Classic Cars,80,S12_1108,Lyon Souveniers,Paris,,75508,France,Daniel,Da Cunha,Small
10413,36,100,8677.8,05-05-05 0:00,Shipped,2005,Classic Cars,80,S12_1108,Gift Depot Inc.,Bridgewater,CT,97562,USA,Julie,King,Large
10103,27,100,3394.98,1/29/2003 0:00,Shipped,2003,Trucks and Buses,80,S12_1666,Baane Mini Imports,Stavern,,4110,Norway,Jonas,Bergulfsen,Medium
10113,21,100,3415.44,3/26/2003 0:00,Shipped,2003,Trucks and Buses,80,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10126,21,100,2439.57,5/28/2003 0:00,Shipped,2003,Trucks and Buses,80,S12_1666,"Corrida Auto Replicas, Ltd",Madrid,,28023,Spain,Mart�n,Sommer,Small
10140,38,100,4829.8,7/24/2003 0:00,Shipped,2003,Trucks and Buses,80,S12_1666,Technics Stores Inc.,Burlingame,CA,94217,USA,Juri,Hirano,Medium
10150,30,100,4100.1,9/19/2003 0:00,Shipped,2003,Trucks and Buses,80,S12_1666,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Medium
10164,49,100,6563.06,10/21/2003 0:00,Resolved,2003,Trucks and Buses,80,S12_1666,Mini Auto Werke,Graz,,8010,Austria,Roland,Mendel,Medium
10174,43,100,6817.22,11-06-03 0:00,Shipped,2003,Trucks and Buses,80,S12_1666,"Australian Gift Network, Co",South Brisbane,Queensland,4101,Australia,Tony,Calaghan,Medium
10183,41,100,6163.94,11/13/2003 0:00,Shipped,2003,Trucks and Buses,80,S12_1666,"Classic Gift Ideas, Inc",Philadelphia,PA,71270,USA,Francisca,Cervantes,Medium
10194,38,100,4933.92,11/25/2003 0:00,Shipped,2003,Trucks and Buses,80,S12_1666,"Saveley & Henriot, Co.",Lyon,,69004,France,Mary,Saveley,Medium
10206,28,100,4056.36,12-05-03 0:00,Shipped,2003,Trucks and Buses,80,S12_1666,Canadian Gift Exchange Network,Vancouver,BC,V3F 2K1,Canada,Yoshi,Tannamuri,Medium
10216,43,100,5759.42,02-02-04 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,Auto Assoc. & Cie.,Versailles,,78000,France,Daniel,Tonini,Medium
10229,25,100,3451,03-11-04 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10245,38,100,5920.4,05-04-04 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,Super Scale Inc.,New Haven,CT,97823,USA,Leslie,Murphy,Medium
10258,41,100,6668.24,6/15/2004 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,"Tokyo Collectables, Ltd",Minato-ku,Tokyo,106-0032,Japan,Akiko,Shimamura,Medium
10270,28,100,4094.72,7/19/2004 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,Souveniers And Things Co.,Chatswood,NSW,2067,Australia,Adrian,Huxley,Medium
10281,25,100,2938.5,8/19/2004 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,Diecast Classics Inc.,Allentown,PA,70267,USA,Kyung,Yu,Small
10291,41,100,6387.8,09-08-04 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Maria,Larsson,Medium
10304,39,100,6396,10-11-04 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,Auto Assoc. & Cie.,Versailles,,78000,France,Daniel,Tonini,Medium
10313,21,100,2669.1,10/22/2004 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,Canadian Gift Exchange Network,Vancouver,BC,V3F 2K1,Canada,Yoshi,Tannamuri,Small
10322,27,100,4784.13,11-04-04 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Medium
10333,33,99.21,3273.93,11/18/2004 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,Mini Wheels Co.,San Francisco,CA,,USA,Julie,Murphy,Medium
10347,29,100,3586.43,11/29/2004 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,Peter,Ferguson,Medium
10357,49,100,5960.36,12-10-04 0:00,Shipped,2004,Trucks and Buses,80,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10370,49,100,8470.14,1/20/2005 0:00,Shipped,2005,Trucks and Buses,80,S12_1666,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Large
10381,20,100,2952,2/17/2005 0:00,Shipped,2005,Trucks and Buses,80,S12_1666,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Small
10391,39,63.2,2464.8,03-09-05 0:00,Shipped,2005,Trucks and Buses,80,S12_1666,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Small
10411,40,100,6232,05-01-05 0:00,Shipped,2005,Trucks and Buses,80,S12_1666,Quebec Home Shopping Network,Montreal,Quebec,H1J 1C3,Canada,Jean,Fresnisre,Medium
10424,49,100,7969.36,5/31/2005 0:00,In Process,2005,Trucks and Buses,80,S12_1666,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Large
10107,21,100,3036.6,2/24/2003 0:00,Shipped,2003,Motorcycles,80,S12_2823,Land of Toys Inc.,NYC,NY,10022,USA,Kwai,Yu,Medium
10121,50,100,8284,05-07-03 0:00,Shipped,2003,Motorcycles,80,S12_2823,Reims Collectables,Reims,,51100,France,Paul,Henriot,Large
10134,20,100,2711.2,07-01-03 0:00,Shipped,2003,Motorcycles,80,S12_2823,Lyon Souveniers,Paris,,75508,France,Daniel,Da Cunha,Small
10145,49,100,8339.8,8/25/2003 0:00,Shipped,2003,Motorcycles,80,S12_2823,Toys4GrownUps.com,Pasadena,CA,90003,USA,Julie,Young,Large
10159,38,100,6238.84,10-10-03 0:00,Shipped,2003,Motorcycles,80,S12_2823,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Medium
10169,35,100,4639.25,11-04-03 0:00,Shipped,2003,Motorcycles,80,S12_2823,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Medium
10180,40,100,6747.6,11-11-03 0:00,Shipped,2003,Motorcycles,80,S12_2823,Daedalus Designs Imports,Lille,,59000,France,Martine,Rance,Medium
10189,28,100,4512.48,11/18/2003 0:00,Shipped,2003,Motorcycles,80,S12_2823,Toys4GrownUps.com,Pasadena,CA,90003,USA,Julie,Young,Medium
10201,25,100,4029,12-01-03 0:00,Shipped,2003,Motorcycles,80,S12_2823,Mini Wheels Co.,San Francisco,CA,,USA,Julie,Murphy,Medium
10211,36,100,4771.8,1/15/2004 0:00,Shipped,2004,Motorcycles,80,S12_2823,Auto Canal Petit,Paris,,75016,France,Dominique,Perrier,Medium
10224,43,100,6087.94,2/21/2004 0:00,Shipped,2004,Motorcycles,80,S12_2823,Daedalus Designs Imports,Lille,,59000,France,Martine,Rance,Medium
10237,32,100,4193.28,04-05-04 0:00,Shipped,2004,Motorcycles,80,S12_2823,Vitachrome Inc.,NYC,NY,10022,USA,Michael,Frick,Medium
10251,46,100,7552.28,5/18/2004 0:00,Shipped,2004,Motorcycles,80,S12_2823,Tekni Collectables Inc.,Newark,NJ,94019,USA,William,Brown,Large
10263,48,100,6434.4,6/28/2004 0:00,Shipped,2004,Motorcycles,80,S12_2823,Gift Depot Inc.,Bridgewater,CT,97562,USA,Julie,King,Medium
10276,43,100,5181.5,08-02-04 0:00,Shipped,2004,Motorcycles,80,S12_2823,Online Mini Collectables,Brickhaven,MA,58339,USA,Miguel,Barajas,Medium
10285,49,100,6863.92,8/27/2004 0:00,Shipped,2004,Motorcycles,80,S12_2823,Marta's Replicas Co.,Cambridge,MA,51247,USA,Marta,Hernandez,Medium
10299,24,100,4157.04,9/30/2004 0:00,Shipped,2004,Motorcycles,80,S12_2823,"Toys of Finland, Co.",Helsinki,,21240,Finland,Matti,Karttunen,Medium
10309,26,100,4660.24,10/15/2004 0:00,Shipped,2004,Motorcycles,80,S12_2823,Baane Mini Imports,Stavern,,4110,Norway,Jonas,Bergulfsen,Medium
10319,30,100,4111.8,11-03-04 0:00,Shipped,2004,Motorcycles,80,S12_2823,Microscale Inc.,NYC,NY,10022,USA,Kee,Kuo,Medium
10329,24,100,3542.64,11/15/2004 0:00,Shipped,2004,Motorcycles,80,S12_2823,Land of Toys Inc.,NYC,NY,10022,USA,Kwai,Yu,Medium
10341,55,100,8118.55,11/24/2004 0:00,Shipped,2004,Motorcycles,80,S12_2823,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Large
10362,22,100,3877.06,01-05-05 0:00,Shipped,2005,Motorcycles,80,S12_2823,Technics Stores Inc.,Burlingame,CA,94217,USA,Juri,Hirano,Medium
10375,49,78.92,3867.08,02-03-05 0:00,Shipped,2005,Motorcycles,80,S12_2823,La Rochelle Gifts,Nantes,,44000,France,Janine,Labrune,Medium
10388,44,100,5951.44,03-03-05 0:00,Shipped,2005,Motorcycles,80,S12_2823,FunGiftIdeas.com,New Bedford,MA,50553,USA,Violeta,Benitez,Medium
10403,66,100,8648.64,04-08-05 0:00,Shipped,2005,Motorcycles,80,S12_2823,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,Elizabeth,Devon,Large
10417,21,100,3447.78,5/13/2005 0:00,Disputed,2005,Motorcycles,80,S12_2823,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10104,34,100,5958.5,1/31/2003 0:00,Shipped,2003,Classic Cars,80,S12_3148,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10117,43,100,5911.64,4/16/2003 0:00,Shipped,2003,Classic Cars,80,S12_3148,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Medium
10127,46,100,7366.44,06-03-03 0:00,Shipped,2003,Classic Cars,80,S12_3148,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Large
10142,33,100,4985.64,08-08-03 0:00,Shipped,2003,Classic Cars,80,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10153,42,100,5393.64,9/28/2003 0:00,Shipped,2003,Classic Cars,80,S12_3148,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10165,34,100,4880.02,10/22/2003 0:00,Shipped,2003,Classic Cars,80,S12_3148,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Medium
10176,47,100,8378.69,11-06-03 0:00,Shipped,2003,Classic Cars,80,S12_3148,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Large
10185,33,100,4038.21,11/14/2003 0:00,Shipped,2003,Classic Cars,80,S12_3148,Mini Creations Ltd.,New Bedford,MA,50553,USA,Wing C,Tam,Medium
10196,24,100,3807.12,11/26/2003 0:00,Shipped,2003,Classic Cars,80,S12_3148,Super Scale Inc.,New Haven,CT,97823,USA,Leslie,Murphy,Medium
10208,26,100,3142.36,01-02-04 0:00,Shipped,2004,Classic Cars,80,S12_3148,"Saveley & Henriot, Co.",Lyon,,69004,France,Mary,Saveley,Medium
10220,30,100,4713.6,02-12-04 0:00,Shipped,2004,Classic Cars,80,S12_3148,"Clover Collections, Co.",Dublin,,2,Ireland,Dean,Cassidy,Medium
10230,43,100,7016.31,3/15/2004 0:00,Shipped,2004,Classic Cars,80,S12_3148,"Blauer See Auto, Co.",Frankfurt,,60528,Germany,Roland,Keitel,Large
10247,25,100,4381.25,05-05-04 0:00,Shipped,2004,Classic Cars,80,S12_3148,Suominen Souveniers,Espoo,,FIN-02271,Finland,Kalle,Suominen,Medium
10272,27,100,4283.01,7/20/2004 0:00,Shipped,2004,Classic Cars,80,S12_3148,Diecast Classics Inc.,Allentown,PA,70267,USA,Kyung,Yu,Medium
10282,27,100,4364.82,8/20/2004 0:00,Shipped,2004,Classic Cars,80,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10293,24,100,4242.24,09-09-04 0:00,Shipped,2004,Classic Cars,80,S12_3148,Amica Models & Co.,Torino,,10100,Italy,Paolo,Accorti,Medium
10306,34,100,4982.7,10/14/2004 0:00,Shipped,2004,Classic Cars,80,S12_3148,"AV Stores, Co.",Manchester,,EC2 5NT,UK,Victoria,Ashworth,Medium
10314,46,100,6393.54,10/22/2004 0:00,Shipped,2004,Classic Cars,80,S12_3148,Heintze Collectables,Aaarhus,,8200,Denmark,Palle,Ibsen,Medium
10324,27,54.33,1466.91,11-05-04 0:00,Shipped,2004,Classic Cars,80,S12_3148,Vitachrome Inc.,NYC,NY,10022,USA,Michael,Frick,Small
10336,33,100,4059.33,11/20/2004 0:00,Shipped,2004,Classic Cars,80,S12_3148,"La Corne D'abondance, Co.",Paris,,75012,France,Marie,Bertrand,Medium
10348,47,100,4801.52,11-01-04 0:00,Shipped,2004,Classic Cars,80,S12_3148,"Corrida Auto Replicas, Ltd",Madrid,,28023,Spain,Mart�n,Sommer,Medium
10358,49,55.34,2711.66,12-10-04 0:00,Shipped,2004,Classic Cars,80,S12_3148,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10372,40,100,5862,1/26/2005 0:00,Shipped,2005,Classic Cars,80,S12_3148,"Tokyo Collectables, Ltd",Minato-ku,Tokyo,106-0032,Japan,Akiko,Shimamura,Medium
10382,37,100,4071.85,2/17/2005 0:00,Shipped,2005,Classic Cars,80,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10413,47,100,8236.75,05-05-05 0:00,Shipped,2005,Classic Cars,80,S12_3148,Gift Depot Inc.,Bridgewater,CT,97562,USA,Julie,King,Large
10108,45,100,6130.35,03-03-03 0:00,Shipped,2003,Classic Cars,80,S12_3380,Cruz & Sons Co.,Makati City,,1227 MM,Philippines,Arnold,Cruz,Medium
10122,37,99.82,3693.34,05-08-03 0:00,Shipped,2003,Classic Cars,80,S12_3380,Marseille Mini Autos,Marseille,,13008,France,Laurence,Lebihan,Medium
10135,48,100,6031.68,07-02-03 0:00,Shipped,2003,Classic Cars,80,S12_3380,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10147,31,100,3494.94,09-05-03 0:00,Shipped,2003,Classic Cars,80,S12_3380,Collectables For Less Inc.,Brickhaven,MA,58339,USA,Allen,Nelson,Medium
10160,46,100,5294.14,10-11-03 0:00,Shipped,2003,Classic Cars,80,S12_3380,"Men 'R' US Retailers, Ltd.",Los Angeles,CA,,USA,Michael,Chandler,Medium
10170,47,100,5464.69,11-04-03 0:00,Shipped,2003,Classic Cars,80,S12_3380,Mini Auto Werke,Graz,,8010,Austria,Roland,Mendel,Medium
10181,28,100,2860.76,11-12-03 0:00,Shipped,2003,Classic Cars,80,S12_3380,Herkku Gifts,Bergen,,N 5804,Norway,Veysel,Oeztan,Small
10191,40,100,5590,11/20/2003 0:00,Shipped,2003,Classic Cars,80,S12_3380,"Toms Spezialitten, Ltd",Koln,,50739,Germany,Henriette,Pfalzheim,Medium
10203,20,100,2254.8,12-02-03 0:00,Shipped,2003,Classic Cars,80,S12_3380,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10212,39,100,4946.76,1/16/2004 0:00,Shipped,2004,Classic Cars,80,S12_3380,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10225,25,99.82,2495.5,2/22/2004 0:00,Shipped,2004,Classic Cars,80,S12_3380,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Small
10238,29,100,3167.38,04-09-04 0:00,Shipped,2004,Classic Cars,80,S12_3380,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Jytte,Petersen,Medium
10253,22,100,2402.84,06-01-04 0:00,Cancelled,2004,Classic Cars,80,S12_3380,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,Elizabeth,Devon,Small
10266,22,100,2454.54,07-06-04 0:00,Shipped,2004,Classic Cars,80,S12_3380,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Small
10276,47,100,5464.69,08-02-04 0:00,Shipped,2004,Classic Cars,80,S12_3380,Online Mini Collectables,Brickhaven,MA,58339,USA,Miguel,Barajas,Medium
10287,45,100,4756.5,8/30/2004 0:00,Shipped,2004,Classic Cars,80,S12_3380,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Medium
10300,29,100,3984.6,10-04-03 0:00,Shipped,2003,Classic Cars,80,S12_3380,"Blauer See Auto, Co.",Frankfurt,,60528,Germany,Roland,Keitel,Medium
10310,24,100,3100.32,10/16/2004 0:00,Shipped,2004,Classic Cars,80,S12_3380,"Toms Spezialitten, Ltd",Koln,,50739,Germany,Henriette,Pfalzheim,Medium
10320,35,100,4850.3,11-03-04 0:00,Shipped,2004,Classic Cars,80,S12_3380,"Volvo Model Replicas, Co",Lule,,S-958 22,Sweden,Christina,Berglund,Medium
10329,46,83.63,3846.98,11/15/2004 0:00,Shipped,2004,Classic Cars,80,S12_3380,Land of Toys Inc.,NYC,NY,10022,USA,Kwai,Yu,Medium
10341,44,95.93,4220.92,11/24/2004 0:00,Shipped,2004,Classic Cars,80,S12_3380,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Medium
10363,34,96.73,3288.82,01-06-05 0:00,Shipped,2005,Classic Cars,80,S12_3380,Suominen Souveniers,Espoo,,FIN-02271,Finland,Kalle,Suominen,Medium
10376,35,100,3987.2,02-08-05 0:00,Shipped,2005,Classic Cars,80,S12_3380,Boards & Toys Co.,Glendale,CA,92561,USA,Leslie,Young,Medium
10389,25,72.38,1809.5,03-03-05 0:00,Shipped,2005,Classic Cars,80,S12_3380,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Maria,Larsson,Small
10419,10,100,1092.2,5/17/2005 0:00,Shipped,2005,Classic Cars,80,S12_3380,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Small
10105,29,100,4566.05,02-11-03 0:00,Shipped,2003,Classic Cars,80,S12_3891,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Jytte,Petersen,Medium
10117,39,100,5938.14,4/16/2003 0:00,Shipped,2003,Classic Cars,80,S12_3891,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Medium
10127,42,100,8138.76,06-03-03 0:00,Shipped,2003,Classic Cars,80,S12_3891,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Large
